Precinct Designation (Permanent),Early Votes,Votes Allowed,SubJurisidction,(Unused),Polling Place Votes,Contest Name,Precinct Name,Vote Total,Choice Name,Referendum Flag,Contest ID,Party Name,Provisional Votes,Polling Place Votes DS200,Early Votes DS200,Choice ID,Precinct ID (Election)
10,000000,01,,,000001,Supreme Court Justice-TIMMER,CORNFIELDS,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0005
11,000000,01,,,000000,Supreme Court Justice-TIMMER,COTTONWOOD,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0006
12,000000,01,,,000000,Supreme Court Justice-TIMMER,CORONADO,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0007
13,000000,01,,,000000,Supreme Court Justice-TIMMER,DENNEHOTSO,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0008
16,000000,01,,,000000,Supreme Court Justice-TIMMER,EAGAR,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0009
17,000000,01,,,000000,Supreme Court Justice-TIMMER,FLAT TOP,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0010
19,000000,01,,,000000,Supreme Court Justice-TIMMER,FT. DEFIANCE,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0011
22,000000,01,,,000001,Supreme Court Justice-TIMMER,GANADO NORTH,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0012
23,000000,01,,,000000,Supreme Court Justice-TIMMER,GANADO SOUTH,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0013
25,000000,01,,,000000,Supreme Court Justice-TIMMER,GREER,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0014
27,000000,01,,,000000,Supreme Court Justice-TIMMER,HOUCK,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0015
29,000000,01,,,000000,Supreme Court Justice-TIMMER,KINLICHEE,000001,OVER VOTES,Y,0318,,000001,000000,000000,003,0016
31,000000,01,,,000000,Supreme Court Justice-TIMMER,KLAGETOH,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0017
33,000000,01,,,000001,Supreme Court Justice-TIMMER,LUKACHUKAI,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0018
35,000000,01,,,000000,Supreme Court Justice-TIMMER,LUPTON,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0019
37,000000,01,,,000000,Supreme Court Justice-TIMMER,MCNARY,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0020
39,000000,01,,,000000,Supreme Court Justice-TIMMER,MANY FARMS,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0021
41,000000,01,,,000000,Supreme Court Justice-TIMMER,MEXICAN WATER,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0022
43,000001,01,,,000000,Supreme Court Justice-TIMMER,NAZLINI,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0023
45,000000,01,,,000000,Supreme Court Justice-TIMMER,NUTRIOSO,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0024
46,000000,01,,,000000,Supreme Court Justice-TIMMER,OAK SPRINGS,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0025
48,000000,01,T,,000002,Supreme Court Justice-TIMMER,PUERCO EAST & 49 PUERCO WES,000002,OVER VOTES,Y,0318,,000000,000000,000000,003,0026
51,000000,01,,,000000,Supreme Court Justice-TIMMER,RED MESA,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0027
52,000000,01,,,000000,Supreme Court Justice-TIMMER,RED VALLEY,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0028
54,000000,01,,,000000,Supreme Court Justice-TIMMER,ROCK POINT,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0029
56,000000,01,,,000000,Supreme Court Justice-TIMMER,ROUGH ROCK,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0030
58,000000,01,,,000000,Supreme Court Justice-TIMMER,ROUND ROCK,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0031
59,000000,01,,,000000,Supreme Court Justice-TIMMER,ROUND VALLEY,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0032
61,000001,01,,,000001,Supreme Court Justice-TIMMER,ST. JOHNS,000002,OVER VOTES,Y,0318,,000000,000000,000000,003,0033
65,000000,01,,,000000,Supreme Court Justice-TIMMER,ST. MICHAELS,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0034
67,000000,01,,,000000,Supreme Court Justice-TIMMER,SAWMILL,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0035
70,000000,01,,,000000,Supreme Court Justice-TIMMER,SPRINGERVILLE,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0036
74,000000,01,,,000000,Supreme Court Justice-TIMMER,STEAMBOAT,000001,OVER VOTES,Y,0318,,000001,000000,000000,003,0037
76,000000,01,,,000000,Supreme Court Justice-TIMMER,SWEETWATER,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0038
78,000000,01,,,000000,Supreme Court Justice-TIMMER,TACHEE,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0039
80,000000,01,,,000000,Supreme Court Justice-TIMMER,TEEC NOS POS,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0040
82,000000,01,,,000000,Supreme Court Justice-TIMMER,VERNON,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0041
84,000000,01,,,000001,Supreme Court Justice-TIMMER,WHEATFIELDS,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0042
86,000000,01,,,000000,Supreme Court Justice-TIMMER,WIDE RUINS,000000,OVER VOTES,Y,0318,,000000,000000,000000,003,0043
88,000001,01,,,000000,Supreme Court Justice-TIMMER,WINDOW ROCK,000001,OVER VOTES,Y,0318,,000000,000000,000000,003,0044
02,000053,01,,,000020,Supreme Court Justice-TIMMER,ALPINE,000074,UNDER VOTES,Y,0318,,000001,000000,000000,004,0001
03,000071,01,,,000083,Supreme Court Justice-TIMMER,CANYON DE CHELLY,000164,UNDER VOTES,Y,0318,,000010,000000,000000,004,0002
05,000058,01,,,000042,Supreme Court Justice-TIMMER,CHINLE,000107,UNDER VOTES,Y,0318,,000007,000000,000000,004,0003
09,000325,01,,,000113,Supreme Court Justice-TIMMER,CONCHO,000452,UNDER VOTES,Y,0318,,000014,000000,000000,004,0004
10,000011,01,,,000068,Supreme Court Justice-TIMMER,CORNFIELDS,000080,UNDER VOTES,Y,0318,,000001,000000,000000,004,0005
11,000021,01,,,000056,Supreme Court Justice-TIMMER,COTTONWOOD,000077,UNDER VOTES,Y,0318,,000000,000000,000000,004,0006
12,000120,01,,,000063,Supreme Court Justice-TIMMER,CORONADO,000186,UNDER VOTES,Y,0318,,000003,000000,000000,004,0007
13,000011,01,,,000074,Supreme Court Justice-TIMMER,DENNEHOTSO,000087,UNDER VOTES,Y,0318,,000002,000000,000000,004,0008
16,000187,01,,,000102,Supreme Court Justice-TIMMER,EAGAR,000303,UNDER VOTES,Y,0318,,000014,000000,000000,004,0009
17,000128,01,,,000070,Supreme Court Justice-TIMMER,FLAT TOP,000203,UNDER VOTES,Y,0318,,000005,000000,000000,004,0010
19,000075,01,,,000090,Supreme Court Justice-TIMMER,FT. DEFIANCE,000178,UNDER VOTES,Y,0318,,000013,000000,000000,004,0011
22,000013,01,,,000023,Supreme Court Justice-TIMMER,GANADO NORTH,000038,UNDER VOTES,Y,0318,,000002,000000,000000,004,0012
23,000026,01,,,000049,Supreme Court Justice-TIMMER,GANADO SOUTH,000078,UNDER VOTES,Y,0318,,000003,000000,000000,004,0013
25,000031,01,,,000012,Supreme Court Justice-TIMMER,GREER,000043,UNDER VOTES,Y,0318,,000000,000000,000000,004,0014
27,000027,01,,,000055,Supreme Court Justice-TIMMER,HOUCK,000085,UNDER VOTES,Y,0318,,000003,000000,000000,004,0015
29,000018,01,,,000028,Supreme Court Justice-TIMMER,KINLICHEE,000056,UNDER VOTES,Y,0318,,000010,000000,000000,004,0016
31,000021,01,,,000033,Supreme Court Justice-TIMMER,KLAGETOH,000059,UNDER VOTES,Y,0318,,000005,000000,000000,004,0017
33,000023,01,,,000059,Supreme Court Justice-TIMMER,LUKACHUKAI,000090,UNDER VOTES,Y,0318,,000008,000000,000000,004,0018
35,000023,01,,,000047,Supreme Court Justice-TIMMER,LUPTON,000070,UNDER VOTES,Y,0318,,000000,000000,000000,004,0019
37,000001,01,,,000010,Supreme Court Justice-TIMMER,MCNARY,000013,UNDER VOTES,Y,0318,,000002,000000,000000,004,0020
39,000032,01,,,000051,Supreme Court Justice-TIMMER,MANY FARMS,000094,UNDER VOTES,Y,0318,,000011,000000,000000,004,0021
41,000005,01,,,000004,Supreme Court Justice-TIMMER,MEXICAN WATER,000009,UNDER VOTES,Y,0318,,000000,000000,000000,004,0022
43,000019,01,,,000031,Supreme Court Justice-TIMMER,NAZLINI,000054,UNDER VOTES,Y,0318,,000004,000000,000000,004,0023
45,000076,01,,,000008,Supreme Court Justice-TIMMER,NUTRIOSO,000085,UNDER VOTES,Y,0318,,000001,000000,000000,004,0024
46,000022,01,,,000030,Supreme Court Justice-TIMMER,OAK SPRINGS,000056,UNDER VOTES,Y,0318,,000004,000000,000000,004,0025
48,000045,01,T,,000046,Supreme Court Justice-TIMMER,PUERCO EAST & 49 PUERCO WES,000097,UNDER VOTES,Y,0318,,000006,000000,000000,004,0026
51,000004,01,,,000016,Supreme Court Justice-TIMMER,RED MESA,000022,UNDER VOTES,Y,0318,,000002,000000,000000,004,0027
52,000015,01,,,000059,Supreme Court Justice-TIMMER,RED VALLEY,000077,UNDER VOTES,Y,0318,,000003,000000,000000,004,0028
54,000015,01,,,000049,Supreme Court Justice-TIMMER,ROCK POINT,000073,UNDER VOTES,Y,0318,,000009,000000,000000,004,0029
56,000014,01,,,000045,Supreme Court Justice-TIMMER,ROUGH ROCK,000062,UNDER VOTES,Y,0318,,000003,000000,000000,004,0030
58,000015,01,,,000029,Supreme Court Justice-TIMMER,ROUND ROCK,000048,UNDER VOTES,Y,0318,,000004,000000,000000,004,0031
59,000115,01,,,000056,Supreme Court Justice-TIMMER,ROUND VALLEY,000180,UNDER VOTES,Y,0318,,000009,000000,000000,004,0032
61,000181,01,,,000095,Supreme Court Justice-TIMMER,ST. JOHNS,000285,UNDER VOTES,Y,0318,,000009,000000,000000,004,0033
65,000057,01,,,000075,Supreme Court Justice-TIMMER,ST. MICHAELS,000138,UNDER VOTES,Y,0318,,000006,000000,000000,004,0034
67,000009,01,,,000038,Supreme Court Justice-TIMMER,SAWMILL,000047,UNDER VOTES,Y,0318,,000000,000000,000000,004,0035
70,000125,01,,,000068,Supreme Court Justice-TIMMER,SPRINGERVILLE,000199,UNDER VOTES,Y,0318,,000006,000000,000000,004,0036
74,000027,01,,,000051,Supreme Court Justice-TIMMER,STEAMBOAT,000085,UNDER VOTES,Y,0318,,000007,000000,000000,004,0037
76,000011,01,,,000062,Supreme Court Justice-TIMMER,SWEETWATER,000074,UNDER VOTES,Y,0318,,000001,000000,000000,004,0038
78,000010,01,,,000026,Supreme Court Justice-TIMMER,TACHEE,000040,UNDER VOTES,Y,0318,,000004,000000,000000,004,0039
80,000011,01,,,000059,Supreme Court Justice-TIMMER,TEEC NOS POS,000073,UNDER VOTES,Y,0318,,000003,000000,000000,004,0040
82,000258,01,,,000084,Supreme Court Justice-TIMMER,VERNON,000349,UNDER VOTES,Y,0318,,000007,000000,000000,004,0041
84,000028,01,,,000067,Supreme Court Justice-TIMMER,WHEATFIELDS,000103,UNDER VOTES,Y,0318,,000008,000000,000000,004,0042
86,000016,01,,,000015,Supreme Court Justice-TIMMER,WIDE RUINS,000034,UNDER VOTES,Y,0318,,000003,000000,000000,004,0043
88,000066,01,,,000040,Supreme Court Justice-TIMMER,WINDOW ROCK,000115,UNDER VOTES,Y,0318,,000009,000000,000000,004,0044
02,000113,01,,,000044,Appeals Crt Judge Div. 1-BROWN,ALPINE,000160,YES,Y,0319,NON,000003,000000,000000,001,0001
03,000563,01,,,000581,Appeals Crt Judge Div. 1-BROWN,CANYON DE CHELLY,001206,YES,Y,0319,NON,000062,000000,000000,001,0002
05,000294,01,,,000271,Appeals Crt Judge Div. 1-BROWN,CHINLE,000585,YES,Y,0319,NON,000020,000000,000000,001,0003
09,000447,01,,,000156,Appeals Crt Judge Div. 1-BROWN,CONCHO,000626,YES,Y,0319,NON,000023,000000,000000,001,0004
10,000075,01,,,000183,Appeals Crt Judge Div. 1-BROWN,CORNFIELDS,000261,YES,Y,0319,NON,000003,000000,000000,001,0005
11,000158,01,,,000298,Appeals Crt Judge Div. 1-BROWN,COTTONWOOD,000476,YES,Y,0319,NON,000020,000000,000000,001,0006
12,000239,01,,,000166,Appeals Crt Judge Div. 1-BROWN,CORONADO,000423,YES,Y,0319,NON,000018,000000,000000,001,0007
13,000051,01,,,000253,Appeals Crt Judge Div. 1-BROWN,DENNEHOTSO,000313,YES,Y,0319,NON,000009,000000,000000,001,0008
16,000326,01,,,000166,Appeals Crt Judge Div. 1-BROWN,EAGAR,000513,YES,Y,0319,NON,000021,000000,000000,001,0009
17,000204,01,,,000140,Appeals Crt Judge Div. 1-BROWN,FLAT TOP,000354,YES,Y,0319,NON,000010,000000,000000,001,0010
19,000585,01,,,000512,Appeals Crt Judge Div. 1-BROWN,FT. DEFIANCE,001156,YES,Y,0319,NON,000059,000000,000000,001,0011
22,000104,01,,,000159,Appeals Crt Judge Div. 1-BROWN,GANADO NORTH,000276,YES,Y,0319,NON,000013,000000,000000,001,0012
23,000153,01,,,000229,Appeals Crt Judge Div. 1-BROWN,GANADO SOUTH,000407,YES,Y,0319,NON,000025,000000,000000,001,0013
25,000049,01,,,000017,Appeals Crt Judge Div. 1-BROWN,GREER,000066,YES,Y,0319,NON,000000,000000,000000,001,0014
27,000170,01,,,000190,Appeals Crt Judge Div. 1-BROWN,HOUCK,000371,YES,Y,0319,NON,000011,000000,000000,001,0015
29,000128,01,,,000277,Appeals Crt Judge Div. 1-BROWN,KINLICHEE,000446,YES,Y,0319,NON,000041,000000,000000,001,0016
31,000112,01,,,000190,Appeals Crt Judge Div. 1-BROWN,KLAGETOH,000331,YES,Y,0319,NON,000029,000000,000000,001,0017
33,000130,01,,,000375,Appeals Crt Judge Div. 1-BROWN,LUKACHUKAI,000555,YES,Y,0319,NON,000050,000000,000000,001,0018
35,000059,01,,,000152,Appeals Crt Judge Div. 1-BROWN,LUPTON,000218,YES,Y,0319,NON,000007,000000,000000,001,0019
37,000013,01,,,000045,Appeals Crt Judge Div. 1-BROWN,MCNARY,000062,YES,Y,0319,NON,000004,000000,000000,001,0020
39,000239,01,,,000298,Appeals Crt Judge Div. 1-BROWN,MANY FARMS,000570,YES,Y,0319,NON,000033,000000,000000,001,0021
41,000018,01,,,000056,Appeals Crt Judge Div. 1-BROWN,MEXICAN WATER,000079,YES,Y,0319,NON,000005,000000,000000,001,0022
43,000165,01,,,000171,Appeals Crt Judge Div. 1-BROWN,NAZLINI,000350,YES,Y,0319,NON,000014,000000,000000,001,0023
45,000104,01,,,000031,Appeals Crt Judge Div. 1-BROWN,NUTRIOSO,000137,YES,Y,0319,NON,000002,000000,000000,001,0024
46,000071,01,,,000090,Appeals Crt Judge Div. 1-BROWN,OAK SPRINGS,000164,YES,Y,0319,NON,000003,000000,000000,001,0025
48,000223,01,T,,000221,Appeals Crt Judge Div. 1-BROWN,PUERCO EAST & 49 PUERCO WES,000472,YES,Y,0319,NON,000028,000000,000000,001,0026
51,000020,01,,,000040,Appeals Crt Judge Div. 1-BROWN,RED MESA,000066,YES,Y,0319,NON,000006,000000,000000,001,0027
52,000047,01,,,000169,Appeals Crt Judge Div. 1-BROWN,RED VALLEY,000229,YES,Y,0319,NON,000013,000000,000000,001,0028
54,000087,01,,,000297,Appeals Crt Judge Div. 1-BROWN,ROCK POINT,000419,YES,Y,0319,NON,000035,000000,000000,001,0029
56,000083,01,,,000180,Appeals Crt Judge Div. 1-BROWN,ROUGH ROCK,000280,YES,Y,0319,NON,000017,000000,000000,001,0030
58,000067,01,,,000243,Appeals Crt Judge Div. 1-BROWN,ROUND ROCK,000335,YES,Y,0319,NON,000025,000000,000000,001,0031
59,000158,01,,,000109,Appeals Crt Judge Div. 1-BROWN,ROUND VALLEY,000279,YES,Y,0319,NON,000012,000000,000000,001,0032
61,000355,01,,,000217,Appeals Crt Judge Div. 1-BROWN,ST. JOHNS,000596,YES,Y,0319,NON,000024,000000,000000,001,0033
65,000311,01,,,000351,Appeals Crt Judge Div. 1-BROWN,ST. MICHAELS,000727,YES,Y,0319,NON,000065,000000,000000,001,0034
67,000116,01,,,000169,Appeals Crt Judge Div. 1-BROWN,SAWMILL,000304,YES,Y,0319,NON,000019,000000,000000,001,0035
70,000234,01,,,000145,Appeals Crt Judge Div. 1-BROWN,SPRINGERVILLE,000396,YES,Y,0319,NON,000017,000000,000000,001,0036
74,000195,01,,,000263,Appeals Crt Judge Div. 1-BROWN,STEAMBOAT,000487,YES,Y,0319,NON,000029,000000,000000,001,0037
76,000060,01,,,000143,Appeals Crt Judge Div. 1-BROWN,SWEETWATER,000207,YES,Y,0319,NON,000004,000000,000000,001,0038
78,000053,01,,,000120,Appeals Crt Judge Div. 1-BROWN,TACHEE,000177,YES,Y,0319,NON,000004,000000,000000,001,0039
80,000060,01,,,000156,Appeals Crt Judge Div. 1-BROWN,TEEC NOS POS,000229,YES,Y,0319,NON,000013,000000,000000,001,0040
82,000378,01,,,000111,Appeals Crt Judge Div. 1-BROWN,VERNON,000510,YES,Y,0319,NON,000021,000000,000000,001,0041
84,000179,01,,,000327,Appeals Crt Judge Div. 1-BROWN,WHEATFIELDS,000540,YES,Y,0319,NON,000034,000000,000000,001,0042
86,000094,01,,,000155,Appeals Crt Judge Div. 1-BROWN,WIDE RUINS,000260,YES,Y,0319,NON,000011,000000,000000,001,0043
88,000351,01,,,000239,Appeals Crt Judge Div. 1-BROWN,WINDOW ROCK,000616,YES,Y,0319,NON,000026,000000,000000,001,0044
02,000049,01,,,000014,Appeals Crt Judge Div. 1-BROWN,ALPINE,000065,NO,Y,0319,NON,000002,000000,000000,002,0001
03,000141,01,,,000182,Appeals Crt Judge Div. 1-BROWN,CANYON DE CHELLY,000343,NO,Y,0319,NON,000020,000000,000000,002,0002
05,000085,01,,,000079,Appeals Crt Judge Div. 1-BROWN,CHINLE,000178,NO,Y,0319,NON,000014,000000,000000,002,0003
09,000250,01,,,000097,Appeals Crt Judge Div. 1-BROWN,CONCHO,000360,NO,Y,0319,NON,000013,000000,000000,002,0004
10,000023,01,,,000058,Appeals Crt Judge Div. 1-BROWN,CORNFIELDS,000082,NO,Y,0319,NON,000001,000000,000000,002,0005
11,000053,01,,,000106,Appeals Crt Judge Div. 1-BROWN,COTTONWOOD,000168,NO,Y,0319,NON,000009,000000,000000,002,0006
12,000063,01,,,000054,Appeals Crt Judge Div. 1-BROWN,CORONADO,000121,NO,Y,0319,NON,000004,000000,000000,002,0007
13,000018,01,,,000094,Appeals Crt Judge Div. 1-BROWN,DENNEHOTSO,000117,NO,Y,0319,NON,000005,000000,000000,002,0008
16,000102,01,,,000046,Appeals Crt Judge Div. 1-BROWN,EAGAR,000151,NO,Y,0319,NON,000003,000000,000000,002,0009
17,000080,01,,,000044,Appeals Crt Judge Div. 1-BROWN,FLAT TOP,000128,NO,Y,0319,NON,000004,000000,000000,002,0010
19,000197,01,,,000211,Appeals Crt Judge Div. 1-BROWN,FT. DEFIANCE,000434,NO,Y,0319,NON,000026,000000,000000,002,0011
22,000037,01,,,000042,Appeals Crt Judge Div. 1-BROWN,GANADO NORTH,000084,NO,Y,0319,NON,000005,000000,000000,002,0012
23,000051,01,,,000084,Appeals Crt Judge Div. 1-BROWN,GANADO SOUTH,000140,NO,Y,0319,NON,000005,000000,000000,002,0013
25,000012,01,,,000003,Appeals Crt Judge Div. 1-BROWN,GREER,000015,NO,Y,0319,NON,000000,000000,000000,002,0014
27,000064,01,,,000081,Appeals Crt Judge Div. 1-BROWN,HOUCK,000150,NO,Y,0319,NON,000005,000000,000000,002,0015
29,000032,01,,,000086,Appeals Crt Judge Div. 1-BROWN,KINLICHEE,000133,NO,Y,0319,NON,000015,000000,000000,002,0016
31,000030,01,,,000072,Appeals Crt Judge Div. 1-BROWN,KLAGETOH,000110,NO,Y,0319,NON,000008,000000,000000,002,0017
33,000057,01,,,000131,Appeals Crt Judge Div. 1-BROWN,LUKACHUKAI,000210,NO,Y,0319,NON,000022,000000,000000,002,0018
35,000018,01,,,000051,Appeals Crt Judge Div. 1-BROWN,LUPTON,000070,NO,Y,0319,NON,000001,000000,000000,002,0019
37,000002,01,,,000008,Appeals Crt Judge Div. 1-BROWN,MCNARY,000012,NO,Y,0319,NON,000002,000000,000000,002,0020
39,000085,01,,,000107,Appeals Crt Judge Div. 1-BROWN,MANY FARMS,000206,NO,Y,0319,NON,000014,000000,000000,002,0021
41,000007,01,,,000012,Appeals Crt Judge Div. 1-BROWN,MEXICAN WATER,000021,NO,Y,0319,NON,000002,000000,000000,002,0022
43,000042,01,,,000075,Appeals Crt Judge Div. 1-BROWN,NAZLINI,000124,NO,Y,0319,NON,000007,000000,000000,002,0023
45,000050,01,,,000013,Appeals Crt Judge Div. 1-BROWN,NUTRIOSO,000065,NO,Y,0319,NON,000002,000000,000000,002,0024
46,000032,01,,,000033,Appeals Crt Judge Div. 1-BROWN,OAK SPRINGS,000065,NO,Y,0319,NON,000000,000000,000000,002,0025
48,000081,01,T,,000126,Appeals Crt Judge Div. 1-BROWN,PUERCO EAST & 49 PUERCO WES,000233,NO,Y,0319,NON,000026,000000,000000,002,0026
51,000009,01,,,000029,Appeals Crt Judge Div. 1-BROWN,RED MESA,000041,NO,Y,0319,NON,000003,000000,000000,002,0027
52,000032,01,,,000074,Appeals Crt Judge Div. 1-BROWN,RED VALLEY,000108,NO,Y,0319,NON,000002,000000,000000,002,0028
54,000032,01,,,000117,Appeals Crt Judge Div. 1-BROWN,ROCK POINT,000165,NO,Y,0319,NON,000016,000000,000000,002,0029
56,000031,01,,,000056,Appeals Crt Judge Div. 1-BROWN,ROUGH ROCK,000095,NO,Y,0319,NON,000008,000000,000000,002,0030
58,000022,01,,,000069,Appeals Crt Judge Div. 1-BROWN,ROUND ROCK,000096,NO,Y,0319,NON,000005,000000,000000,002,0031
59,000060,01,,,000044,Appeals Crt Judge Div. 1-BROWN,ROUND VALLEY,000110,NO,Y,0319,NON,000006,000000,000000,002,0032
61,000109,01,,,000071,Appeals Crt Judge Div. 1-BROWN,ST. JOHNS,000185,NO,Y,0319,NON,000005,000000,000000,002,0033
65,000114,01,,,000129,Appeals Crt Judge Div. 1-BROWN,ST. MICHAELS,000256,NO,Y,0319,NON,000013,000000,000000,002,0034
67,000027,01,,,000066,Appeals Crt Judge Div. 1-BROWN,SAWMILL,000100,NO,Y,0319,NON,000007,000000,000000,002,0035
70,000068,01,,,000045,Appeals Crt Judge Div. 1-BROWN,SPRINGERVILLE,000119,NO,Y,0319,NON,000006,000000,000000,002,0036
74,000050,01,,,000097,Appeals Crt Judge Div. 1-BROWN,STEAMBOAT,000152,NO,Y,0319,NON,000005,000000,000000,002,0037
76,000020,01,,,000045,Appeals Crt Judge Div. 1-BROWN,SWEETWATER,000065,NO,Y,0319,NON,000000,000000,000000,002,0038
78,000023,01,,,000045,Appeals Crt Judge Div. 1-BROWN,TACHEE,000073,NO,Y,0319,NON,000005,000000,000000,002,0039
80,000036,01,,,000063,Appeals Crt Judge Div. 1-BROWN,TEEC NOS POS,000109,NO,Y,0319,NON,000010,000000,000000,002,0040
82,000162,01,,,000053,Appeals Crt Judge Div. 1-BROWN,VERNON,000220,NO,Y,0319,NON,000005,000000,000000,002,0041
84,000047,01,,,000134,Appeals Crt Judge Div. 1-BROWN,WHEATFIELDS,000191,NO,Y,0319,NON,000010,000000,000000,002,0042
86,000040,01,,,000073,Appeals Crt Judge Div. 1-BROWN,WIDE RUINS,000114,NO,Y,0319,NON,000001,000000,000000,002,0043
88,000121,01,,,000118,Appeals Crt Judge Div. 1-BROWN,WINDOW ROCK,000251,NO,Y,0319,NON,000012,000000,000000,002,0044
02,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,ALPINE,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0001
03,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,CANYON DE CHELLY,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0002
05,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,CHINLE,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0003
09,000001,01,,,000000,Appeals Crt Judge Div. 1-BROWN,CONCHO,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0004
10,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,CORNFIELDS,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0005
11,000001,01,,,000000,Appeals Crt Judge Div. 1-BROWN,COTTONWOOD,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0006
12,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,CORONADO,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0007
13,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,DENNEHOTSO,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0008
16,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,EAGAR,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0009
17,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,FLAT TOP,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0010
19,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,FT. DEFIANCE,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0011
22,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,GANADO NORTH,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0012
23,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,GANADO SOUTH,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0013
25,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,GREER,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0014
27,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,HOUCK,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0015
29,000001,01,,,000000,Appeals Crt Judge Div. 1-BROWN,KINLICHEE,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0016
31,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,KLAGETOH,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0017
33,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,LUKACHUKAI,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0018
35,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,LUPTON,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0019
37,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,MCNARY,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0020
39,000000,01,,,000001,Appeals Crt Judge Div. 1-BROWN,MANY FARMS,000001,OVER VOTES,Y,0319,,000000,000000,000000,003,0021
41,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,MEXICAN WATER,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0022
43,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,NAZLINI,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0023
45,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,NUTRIOSO,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0024
46,000000,01,,,000000,Appeals Crt Judge Div. 1-BROWN,OAK SPRINGS,000000,OVER VOTES,Y,0319,,000000,000000,000000,003,0025
